SK_ID_CURR,TARGET
334834,0.0
243506,0.0
451346,0.0
267780,1.0
108650,0.0
222816,0.0
450098,0.0
255395,0.0
421469,0.0
120018,0.0
280869,0.0
426011,0.0
205328,0.0
430021,0.0
244638,0.0
168512,0.0
116664,0.0
123041,0.0
288310,0.0
233591,0.0
327863,0.0
121231,1.0
113501,0.0
238080,0.0
261638,0.0
119242,0.0
370777,0.0
257012,0.0
125913,0.0
230095,0.0
180881,0.0
250526,0.0
204558,0.0
198010,0.0
218815,0.0
441442,0.0
294832,0.0
293452,0.0
379981,0.0
247865,0.0
310539,0.0
112097,0.0
140135,0.0
212342,0.0
414288,0.0
217003,0.0
344024,0.0
151708,0.0
221559,0.0
322507,0.0
359866,0.0
251897,1.0
357623,0.0
447864,0.0
115963,0.0
110837,0.0
124187,0.0
407659,0.0
169971,0.0
297499,0.0
290643,0.0
301740,0.0
161598,0.0
347641,1.0
260684,0.0
302878,0.0
156159,0.0
352512,0.0
193056,0.0
157384,0.0
395804,0.0
263885,0.0
428921,0.0
398816,0.0
178829,1.0
144576,0.0
355884,0.0
418879,0.0
140587,0.0
198638,0.0
346877,0.0
433830,0.0
407224,0.0
269407,1.0
168293,0.0
322706,0.0
335881,0.0
435319,0.0
424794,1.0
445310,0.0
302778,0.0
126892,0.0
369680,0.0
253040,0.0
183654,0.0
362905,0.0
209533,0.0
405430,0.0
148100,0.0
376957,0.0
317075,0.0
100632,0.0
377943,0.0
435836,0.0
220982,0.0
285614,1.0
122841,0.0
167118,0.0
448546,0.0
390277,0.0
101613,0.0
403311,0.0
220413,0.0
155237,0.0
244886,0.0
212269,0.0
195854,0.0
376998,0.0
308479,1.0
103608,0.0
182431,0.0
356110,0.0
247917,0.0
294263,0.0
112662,0.0
250893,0.0
451042,1.0
218522,0.0
152497,0.0
399856,1.0
429610,0.0
407093,0.0
143102,0.0
407513,1.0
434981,0.0
239026,0.0
390502,0.0
204615,0.0
227773,0.0
299433,0.0
390476,0.0
395184,0.0
196246,0.0
135465,0.0
440323,0.0
246459,0.0
439706,0.0
101360,1.0
334046,0.0
113769,0.0
447118,0.0
399587,1.0
246611,0.0
372317,0.0
454843,0.0
317238,0.0
387160,0.0
447648,0.0
393666,0.0
271388,0.0
264455,0.0
163242,0.0
115715,0.0
293549,0.0
412463,1.0
232565,0.0
385966,1.0
210437,0.0
413013,0.0
243142,0.0
146101,1.0
162509,0.0
248867,0.0
135775,0.0
237320,0.0
120288,0.0
432016,0.0
420703,0.0
166603,0.0
310491,0.0
355429,1.0
249299,1.0
165016,0.0
206948,0.0
166330,0.0
327760,0.0
362524,0.0
107552,1.0
309590,0.0
418887,0.0
418974,0.0
272312,1.0
205492,0.0
104686,0.0
435253,0.0
157154,0.0
326047,0.0
176840,0.0
250348,0.0
285327,0.0
243784,0.0
188346,0.0
135453,0.0
133409,1.0
282177,0.0
355096,0.0
250060,0.0
121915,0.0
125429,0.0
382010,0.0
340795,0.0
388015,0.0
431344,0.0
326096,0.0
230589,0.0
340128,0.0
251769,0.0
168344,0.0
449226,0.0
124615,0.0
290931,0.0
396045,0.0
287941,0.0
332646,1.0
195914,0.0
259473,0.0
324878,1.0
168407,0.0
126605,0.0
437081,0.0
380509,0.0
102523,0.0
183862,0.0
355612,0.0
329112,1.0
345787,0.0
220151,0.0
437780,0.0
179839,0.0
371724,0.0
294044,0.0
385393,0.0
378695,0.0
442864,0.0
415771,0.0
163415,0.0
250561,0.0
436543,1.0
146905,0.0
312061,0.0
112583,0.0
316367,1.0
341181,0.0
342074,0.0
167356,0.0
330153,0.0
353839,0.0
287655,0.0
259642,0.0
356010,0.0
163361,0.0
237742,1.0
271869,0.0
114049,0.0
279168,1.0
328233,0.0
277835,1.0
400299,0.0
448854,0.0
417630,0.0
140826,0.0
129692,0.0
310562,0.0
367789,0.0
240151,0.0
370367,0.0
195830,0.0
159786,0.0
431127,0.0
164683,0.0
410560,0.0
328087,0.0
377055,0.0
138888,0.0
214597,0.0
105291,0.0
237730,1.0
248341,0.0
198800,0.0
348840,0.0
212685,0.0
268463,0.0
324218,0.0
333717,0.0
169073,0.0
419495,0.0
227551,0.0
204074,0.0
401409,0.0
401091,0.0
295285,0.0
326893,0.0
416978,0.0
384104,0.0
429816,0.0
305145,1.0
157760,0.0
138458,0.0
216362,0.0
415941,0.0
398042,0.0
208469,1.0
223903,0.0
105903,0.0
427749,0.0
428310,0.0
317021,1.0
203425,0.0
431602,0.0
177864,0.0
178489,0.0
311567,0.0
267036,0.0
109650,0.0
292218,0.0
283421,0.0
222073,0.0
309315,0.0
402191,0.0
174373,0.0
290434,0.0
183219,0.0
307603,1.0
103316,0.0
379391,0.0
120614,0.0
300790,1.0
182566,1.0
348772,0.0
334612,0.0
375704,0.0
206188,0.0
117734,0.0
118067,0.0
138137,0.0
298892,0.0
180571,0.0
430461,0.0
205072,0.0
231461,0.0
334421,0.0
328063,0.0
432293,0.0
429581,0.0
402668,0.0
454012,0.0
244515,0.0
295769,0.0
237848,0.0
325850,0.0
345759,0.0
390260,0.0
271928,0.0
144521,0.0
372271,0.0
178664,0.0
418798,0.0
108201,1.0
371964,1.0
316112,0.0
228528,0.0
212198,0.0
145364,0.0
208037,1.0
190477,0.0
129053,0.0
125788,0.0
220584,0.0
290052,0.0
421744,0.0
289376,0.0
145186,0.0
254453,0.0
212192,0.0
201102,1.0
454248,0.0
375517,1.0
223336,0.0
161905,0.0
441125,0.0
344643,0.0
219385,0.0
293845,0.0
179565,0.0
344177,0.0
300799,0.0
216343,0.0
210757,0.0
317484,0.0
315475,0.0
321120,0.0
298477,0.0
393568,0.0
389404,0.0
329429,0.0
276240,0.0
107516,0.0
248838,0.0
364218,0.0
303107,0.0
182955,0.0
368612,0.0
182692,0.0
313866,0.0
245641,0.0
329421,0.0
262915,0.0
410180,0.0
114721,0.0
325171,0.0
387129,0.0
380687,0.0
209685,0.0
186545,0.0
409549,0.0
205319,0.0
317641,1.0
241180,0.0
381699,0.0
183484,0.0
162789,0.0
157257,0.0
169622,0.0
431251,0.0
217791,0.0
280743,0.0
335678,0.0
139060,0.0
285829,1.0
144837,0.0
331284,0.0
442910,0.0
211811,0.0
437726,0.0
349635,1.0
378799,1.0
388807,1.0
182304,0.0
136750,0.0
277414,0.0
350223,0.0
204473,0.0
209379,0.0
416345,0.0
312090,0.0
150632,0.0
285860,0.0
232729,0.0
166228,0.0
220992,0.0
405535,0.0
179420,0.0
163559,0.0
328775,0.0
274357,0.0
125155,0.0
416949,0.0
349583,0.0
234709,0.0
440980,0.0
420512,1.0
422842,0.0
159733,0.0
357612,0.0
348788,0.0
348448,0.0
267311,0.0
354919,0.0
227487,0.0
406097,0.0
342145,0.0
351899,0.0
448710,0.0
323697,0.0
100240,0.0
312104,0.0
251597,0.0
351659,0.0
377868,0.0
240681,0.0
175514,0.0
388418,0.0
309256,0.0
287818,0.0
291126,0.0
303675,0.0
239365,0.0
171125,0.0
245458,0.0
141354,0.0
420947,0.0
274765,0.0
336590,0.0
411872,0.0
158285,0.0
237418,0.0
278193,0.0
289784,0.0
436005,0.0
414443,0.0
356051,0.0
300190,0.0
289350,0.0
132633,0.0
112858,0.0
158724,0.0
378456,0.0
200967,0.0
190720,1.0
402419,0.0
452264,0.0
362436,0.0
433716,0.0
150720,0.0
411996,0.0
409845,0.0
116638,0.0
175800,0.0
342604,0.0
237939,0.0
378898,0.0
261854,0.0
221188,0.0
119792,0.0
190015,0.0
115609,0.0
338336,0.0
300960,1.0
326646,0.0
113850,0.0
352764,0.0
350464,0.0
335990,0.0
284521,0.0
356132,0.0
356410,0.0
181065,1.0
292668,0.0
441639,0.0
152168,0.0
222464,0.0
408951,0.0
329398,0.0
344237,0.0
388948,0.0
123756,0.0
447866,0.0
130188,0.0
306075,0.0
180087,0.0
342723,0.0
311531,0.0
354281,0.0
318734,0.0
355269,1.0
357084,0.0
179061,0.0
361254,0.0
445481,0.0
264886,0.0
454971,0.0
236252,0.0
440833,0.0
339043,0.0
166109,1.0
401880,1.0
275119,0.0
290863,0.0
142904,0.0
225753,1.0
228738,0.0
358445,0.0
398095,0.0
127066,0.0
198650,0.0
289630,0.0
386659,0.0
415284,0.0
397556,0.0
218297,0.0
126393,0.0
436561,0.0
259507,0.0
300041,0.0
265650,0.0
101701,0.0
191226,0.0
427814,0.0
252995,0.0
381605,1.0
430413,0.0
428790,0.0
258673,0.0
391492,0.0
313408,0.0
420675,0.0
403665,0.0
124527,0.0
315833,0.0
393221,0.0
370043,0.0
151390,0.0
443931,0.0
103664,0.0
346713,0.0
418437,0.0
134680,0.0
235111,0.0
282782,0.0
452509,0.0
125617,0.0
346116,0.0
249749,0.0
271061,0.0
381817,0.0
292042,0.0
322792,0.0
336593,0.0
271302,0.0
387594,0.0
153515,1.0
453803,0.0
407762,0.0
366012,0.0
119642,0.0
307551,0.0
442207,0.0
422263,1.0
267694,0.0
409333,0.0
217012,0.0
307057,0.0
200759,0.0
206224,0.0
343762,0.0
333880,0.0
211859,0.0
411273,0.0
169149,0.0
403920,0.0
339687,0.0
291764,1.0
223183,1.0
240474,0.0
104133,0.0
348105,0.0
330100,0.0
223820,0.0
250160,0.0
215287,0.0
350691,0.0
394785,0.0
406191,0.0
455822,1.0
377658,0.0
187805,0.0
431381,0.0
356667,0.0
133575,0.0
246587,0.0
360909,0.0
199613,0.0
413835,0.0
231181,0.0
233201,0.0
139095,0.0
380529,0.0
227043,0.0
158849,0.0
364061,1.0
177814,0.0
205039,0.0
147662,0.0
251388,1.0
240114,0.0
299369,0.0
295480,0.0
136496,1.0
216066,0.0
275273,0.0
354060,0.0
125825,0.0
451872,0.0
371372,0.0
101256,0.0
369072,0.0
436247,0.0
187488,1.0
311368,0.0
352306,0.0
214847,0.0
446501,0.0
418183,0.0
340847,0.0
294838,0.0
445338,0.0
338697,0.0
313885,0.0
400371,0.0
395219,0.0
290762,0.0
116732,0.0
193307,0.0
265710,0.0
417493,0.0
183066,0.0
151856,0.0
188161,0.0
262010,0.0
332591,0.0
341036,0.0
284490,0.0
171216,0.0
156246,0.0
267381,0.0
110702,0.0
272976,1.0
308653,0.0
361541,0.0
453260,0.0
209021,1.0
412772,0.0
455868,0.0
190712,0.0
364265,0.0
295743,0.0
402819,0.0
258939,0.0
179367,0.0
107967,0.0
115669,0.0
450355,0.0
261634,1.0
346481,0.0
207044,0.0
207765,0.0
205912,0.0
399027,0.0
168498,0.0
326016,0.0
339450,0.0
164994,0.0
260956,0.0
443913,0.0
268399,0.0
251627,0.0
198391,0.0
213221,0.0
241246,0.0
129407,0.0
383046,0.0
292805,0.0
315818,0.0
290798,0.0
393238,0.0
302518,0.0
345818,1.0
270469,0.0
149148,0.0
134323,0.0
121072,0.0
188796,0.0
208000,0.0
278253,0.0
251657,0.0
427413,0.0
215237,0.0
105335,0.0
134602,0.0
122769,0.0
187812,0.0
199398,1.0
434985,0.0
306668,0.0
193089,0.0
239256,0.0
202988,0.0
175880,0.0
359028,0.0
369667,0.0
221434,0.0
409079,0.0
142062,0.0
248529,1.0
394809,0.0
306626,0.0
116322,0.0
401842,0.0
440576,0.0
284448,0.0
164992,0.0
203103,0.0
300655,0.0
453136,0.0
378793,0.0
125834,0.0
354519,0.0
310961,0.0
212619,0.0
149659,0.0
168775,0.0
452134,0.0
139314,0.0
176069,1.0
398122,0.0
188967,0.0
260220,0.0
117262,0.0
225358,0.0
378656,0.0
130564,0.0
379186,0.0
345476,0.0
217171,0.0
178893,0.0
387769,0.0
225318,1.0
418899,0.0
406855,0.0
166649,0.0
104486,0.0
183333,0.0
275381,1.0
393103,0.0
389812,1.0
220640,0.0
248138,0.0
428781,0.0
185633,0.0
261332,0.0
321378,0.0
274153,0.0
159852,0.0
112514,0.0
172326,0.0
401358,1.0
213755,0.0
260453,0.0
353474,0.0
305057,0.0
101590,0.0
438447,0.0
396067,0.0
181891,0.0
151721,0.0
115276,0.0
186074,0.0
435075,0.0
359308,0.0
276661,0.0
392137,0.0
123422,1.0
181472,0.0
199448,0.0
156242,0.0
234145,0.0
110786,0.0
289687,0.0
304139,0.0
387060,0.0
182929,0.0
176158,0.0
435450,0.0
418946,1.0
341059,0.0
252483,0.0
230631,0.0
100670,0.0
200250,0.0
113573,0.0
413311,0.0
202819,0.0
153545,0.0
220668,0.0
336531,0.0
158746,1.0
352684,0.0
448088,0.0
198978,0.0
325638,0.0
329735,0.0
263010,1.0
268398,0.0
325148,0.0
140876,1.0
114539,0.0
134948,0.0
432979,0.0
319668,0.0
148234,1.0
361846,0.0
389124,0.0
396502,0.0
334479,0.0
454967,1.0
263003,0.0
434273,0.0
171129,0.0
207405,0.0
284331,0.0
145576,0.0
215231,0.0
408498,0.0
324360,0.0
238326,0.0
441221,0.0
441991,0.0
145402,0.0
422743,0.0
251116,0.0
297257,0.0
358795,0.0
197214,0.0
340317,0.0
328446,1.0
404124,0.0
189956,0.0
336612,0.0
389023,0.0
341893,0.0
207310,0.0
435307,0.0
243543,0.0
442337,0.0
371870,0.0
429837,0.0
193890,0.0
275249,1.0
123507,0.0
178188,0.0
296427,0.0
248674,0.0
146412,0.0
172989,0.0
138340,0.0
401398,0.0
120328,0.0
443163,0.0
137279,0.0
118189,0.0
415872,0.0
445363,0.0
447481,0.0
364463,0.0
300512,0.0
160280,0.0
289719,0.0
270427,0.0
109116,1.0
389139,0.0
230907,0.0
452548,0.0
163293,0.0
162259,0.0
389514,0.0
219701,0.0
138794,0.0
411762,0.0
295900,0.0
140262,0.0
149983,0.0
132251,0.0
285132,0.0
347932,0.0
269527,1.0
372600,0.0
216567,0.0
239630,0.0
360040,0.0
327877,0.0
317208,0.0
288136,0.0
134002,0.0
305188,0.0
173438,1.0
389235,0.0
145581,1.0
296093,0.0
436889,0.0
410030,0.0
210262,0.0
406890,0.0
375449,0.0
261286,0.0
275462,0.0
102666,0.0
130542,0.0
239673,0.0
449340,0.0
125571,0.0
396054,0.0
421371,0.0
383239,0.0
407293,0.0
365260,0.0
234212,1.0
227848,0.0
202185,0.0
145057,0.0
449421,0.0
251344,0.0
148939,0.0
330994,0.0
428391,0.0
189859,0.0
148539,0.0
305167,0.0
280367,0.0
275878,0.0
293613,0.0
181667,0.0
178807,0.0
133453,0.0
314353,1.0
317116,0.0
365685,0.0
111035,0.0
406265,0.0
379364,1.0
342183,1.0
198107,0.0
163281,0.0
386771,0.0
162747,0.0
396888,0.0
281712,0.0
390835,0.0
340828,0.0
296923,0.0
107574,0.0
276883,0.0
113013,0.0
118453,0.0
129290,1.0
357859,0.0
136439,0.0
395414,0.0
341416,0.0
397599,0.0
393853,0.0
110776,0.0
104217,0.0
232124,0.0
152664,1.0
152393,0.0
282025,0.0
144215,0.0
268062,0.0
340069,0.0
309559,0.0
131070,0.0
392329,0.0
223403,0.0
104079,0.0
395438,0.0
264415,0.0
136805,1.0
357566,0.0
405947,1.0
231013,0.0
426702,0.0
295650,0.0
367076,0.0
104173,0.0
292902,0.0
408295,0.0
143118,0.0
189245,0.0
102944,0.0
348415,0.0
129143,0.0
285052,0.0
373688,0.0
117896,0.0
228554,0.0
315185,0.0
189143,0.0
229273,0.0
375377,0.0
439031,0.0
283280,0.0
193770,0.0
346948,0.0
155478,0.0
358652,0.0
136680,0.0
162332,0.0
211720,0.0
108647,0.0
102943,0.0
121273,0.0
406173,0.0
411122,0.0
188479,0.0
417494,0.0
227045,0.0
416254,0.0
297567,0.0
338659,0.0
328756,0.0
334418,0.0
264901,0.0
224563,0.0
270463,1.0
159105,0.0
367403,0.0
319872,0.0
349489,0.0
247250,0.0
152433,0.0
322162,0.0
206558,0.0
101423,0.0
370196,0.0
183147,0.0
180026,0.0
324064,0.0
258330,0.0
223388,0.0
261370,1.0
447057,0.0
300939,0.0
288365,0.0
421504,0.0
106789,0.0
343196,0.0
430082,0.0
438670,0.0
373238,0.0
174349,0.0
303064,0.0
107694,0.0
333463,0.0
154437,0.0
199189,0.0
437692,0.0
175943,0.0
215896,0.0
180313,0.0
363875,0.0
121633,0.0
161873,1.0
259014,0.0
423032,0.0
104069,0.0
366433,0.0
157597,0.0
196921,1.0
365687,0.0
325082,0.0
274330,0.0
216729,1.0
233354,0.0
130770,1.0
366499,0.0
313241,0.0
428896,0.0
335259,0.0
313237,0.0
408665,0.0
267658,0.0
349361,0.0
248782,0.0
131419,0.0
298608,0.0
191700,0.0
337497,0.0
300550,0.0
145409,0.0
187032,0.0
363001,0.0
229583,1.0
165710,0.0
302081,0.0
148524,0.0
345748,0.0
415826,0.0
345101,0.0
190193,0.0
451978,0.0
113270,0.0
420237,0.0
233111,1.0
114112,0.0
288832,0.0
405259,0.0
232328,0.0
329800,0.0
100337,0.0
346203,0.0
120556,0.0
360028,0.0
135108,0.0
223616,0.0
314514,0.0
107565,0.0
416868,0.0
344833,0.0
118841,0.0
226589,0.0
363089,0.0
292832,0.0
287561,0.0
418070,1.0
442996,0.0
402154,1.0
240365,0.0
405755,0.0
134543,0.0
153218,0.0
204201,0.0
400245,0.0
210113,0.0
253983,0.0
102486,0.0
186983,0.0
318940,0.0
117704,0.0
265851,0.0
389196,0.0
170819,0.0
380922,0.0
306977,0.0
347754,0.0
381255,0.0
298204,0.0
388943,0.0
324880,0.0
335531,0.0
414567,0.0
241105,0.0
134209,0.0
313349,0.0
378714,0.0
232962,0.0
363494,0.0
326419,0.0
256403,0.0
172292,0.0
204721,0.0
415938,0.0
380062,0.0
144008,0.0
194683,0.0
444802,0.0
104262,1.0
424889,0.0
286312,0.0
214977,0.0
257996,0.0
223407,0.0
227488,0.0
289994,0.0
266939,0.0
414247,1.0
170761,0.0
423097,0.0
179932,0.0
258845,1.0
284724,0.0
331721,1.0
344582,0.0
238481,0.0
289848,0.0
323011,1.0
299029,0.0
286245,1.0
151029,0.0
402749,0.0
252882,0.0
452194,0.0
332841,0.0
149749,0.0
314304,0.0
197211,0.0
265559,0.0
289248,0.0
367599,0.0
409119,1.0
372200,0.0
156459,0.0
190608,0.0
390138,0.0
186749,0.0
294689,0.0
327715,0.0
118020,0.0
408167,0.0
238911,0.0
140799,0.0
356047,0.0
111868,1.0
307044,0.0
420313,0.0
388085,0.0
149830,0.0
207298,1.0
125382,0.0
393595,1.0
371420,0.0
338192,0.0
275816,0.0
284800,0.0
391979,0.0
188374,0.0
222854,0.0
264389,1.0
195759,0.0
252146,0.0
379298,0.0
266134,0.0
139570,0.0
447836,0.0
381896,1.0
296131,0.0
340049,0.0
431349,0.0
191350,0.0
251179,0.0
119692,0.0
242267,0.0
401552,0.0
164145,0.0
210090,0.0
356727,0.0
121096,0.0
206626,0.0
395945,0.0
158376,0.0
101621,0.0
320595,0.0
302686,0.0
232584,0.0
311218,0.0
260096,0.0
121520,0.0
313648,0.0
263390,0.0
349572,0.0
145093,0.0
130644,0.0
448789,0.0
290997,0.0
249448,0.0
185507,1.0
444124,0.0
313032,0.0
437944,0.0
119906,0.0
128121,0.0
371063,0.0
221799,0.0
327168,0.0
102312,0.0
126142,0.0
286545,0.0
102454,0.0
418666,0.0
212554,0.0
154710,0.0
357541,1.0
202196,1.0
158932,0.0
232684,0.0
221203,0.0
167660,0.0
211453,1.0
101046,0.0
340056,0.0
199841,0.0
247938,0.0
418192,0.0
248793,1.0
103569,0.0
109166,0.0
219992,0.0
340598,0.0
296526,0.0
120778,0.0
377057,0.0
278044,0.0
230420,0.0
399285,0.0
400215,0.0
331788,0.0
205213,1.0
195036,0.0
298432,0.0
259082,0.0
160821,0.0
139451,0.0
191039,0.0
306580,0.0
368761,0.0
380660,1.0
161849,0.0
175732,0.0
219256,0.0
128086,0.0
363133,0.0
323342,0.0
312890,0.0
244167,1.0
446130,0.0
318593,1.0
129670,0.0
396124,0.0
302044,0.0
400667,0.0
252196,0.0
129023,0.0
302760,0.0
263708,0.0
230114,0.0
155614,0.0
220775,0.0
101185,0.0
299711,0.0
230894,0.0
433703,0.0
145366,0.0
273260,0.0
260399,0.0
287485,0.0
170852,0.0
176521,0.0
399893,0.0
278197,0.0
411666,0.0
287554,0.0
381820,0.0
424489,0.0
196855,0.0
330064,0.0
397807,0.0
393599,0.0
441400,1.0
406788,0.0
362674,0.0
269301,0.0
356728,0.0
292831,1.0
258004,0.0
137773,0.0
256847,0.0
276066,0.0
210035,0.0
267417,0.0
245294,0.0
218637,0.0
424081,0.0
267664,1.0
188005,0.0
222483,0.0
255269,0.0
366199,0.0
280403,0.0
156870,0.0
272357,0.0
263824,0.0
268108,0.0
212218,0.0
323677,0.0
305011,0.0
383677,0.0
431294,0.0
146288,0.0
416639,0.0
303554,0.0
273916,0.0
427470,0.0
215626,0.0
159601,0.0
102203,0.0
274109,0.0
293306,0.0
408537,0.0
246898,0.0
377932,0.0
369128,0.0
222724,0.0
234896,0.0
294465,0.0
246123,0.0
284353,0.0
331850,0.0
435842,0.0
345898,0.0
286649,1.0
175088,0.0
361125,0.0
297348,0.0
229209,0.0
322272,0.0
454931,0.0
413033,0.0
299312,0.0
172332,0.0
244497,1.0
162371,0.0
187671,0.0
415884,1.0
108492,0.0
399117,0.0
102528,0.0
428826,0.0
407553,0.0
422783,0.0
240372,0.0
295716,0.0
309666,0.0
354972,0.0
423656,0.0
277330,0.0
351750,0.0
455394,0.0
194397,1.0
275813,0.0
112996,0.0
138548,0.0
454607,0.0
188286,0.0
327777,0.0
123118,0.0
318767,0.0
270846,0.0
271592,0.0
158072,0.0
394328,0.0
165167,0.0
387531,0.0
256338,0.0
179240,0.0
254584,0.0
384079,1.0
270554,0.0
132469,0.0
107804,0.0
254711,0.0
288753,0.0
381052,0.0
444019,0.0
268955,0.0
118122,0.0
160299,1.0
178468,0.0
425638,0.0
387219,0.0
126677,0.0
215341,0.0
146007,1.0
320617,0.0
304046,0.0
380663,0.0
267414,1.0
400121,0.0
321179,0.0
293324,0.0
246575,0.0
202376,0.0
426133,0.0
242658,0.0
208582,1.0
297251,0.0
184764,0.0
364395,0.0
323538,0.0
409143,0.0
253982,0.0
309861,0.0
261051,0.0
415142,0.0
166587,1.0
400976,0.0
197757,0.0
122449,0.0
162301,0.0
261093,0.0
372242,0.0
375451,1.0
240440,0.0
307340,0.0
361134,0.0
110683,1.0
326613,0.0
137319,0.0
395777,0.0
185789,0.0
321532,0.0
329227,0.0
325065,0.0
416973,0.0
162699,1.0
212959,0.0
339809,0.0
233513,0.0
346875,0.0
116000,0.0
160110,1.0
372235,0.0
111583,1.0
314881,0.0
221934,0.0
258537,0.0
339221,0.0
224777,0.0
210002,0.0
141299,0.0
242941,0.0
246279,0.0
328784,0.0
270477,0.0
428522,0.0
280043,0.0
369212,0.0
449052,0.0
187533,0.0
182543,0.0
290685,0.0
155604,0.0
378807,0.0
322062,0.0
397875,0.0
100486,0.0
336549,0.0
409135,0.0
427375,0.0
207536,0.0
316836,0.0
122830,0.0
130904,1.0
187843,0.0
414510,1.0
302568,0.0
270292,0.0
307930,0.0
400310,0.0
304914,0.0
180405,0.0
248668,0.0
451937,0.0
280481,0.0
443158,0.0
301385,0.0
210184,0.0
439719,0.0
307043,0.0
349779,0.0
332463,0.0
319976,0.0
368888,0.0
232470,0.0
284745,0.0
234684,0.0
443630,0.0
428717,0.0
440662,0.0
184952,0.0
423306,0.0
175098,0.0
353755,0.0
258957,0.0
308671,1.0
244747,1.0
198345,0.0
151133,0.0
130118,0.0
145098,0.0
391491,1.0
204542,0.0
191448,0.0
153927,0.0
121649,0.0
294460,0.0
116131,0.0
410174,0.0
454409,0.0
108426,0.0
334953,0.0
349822,0.0
248153,0.0
217120,0.0
294405,0.0
101768,0.0
107293,0.0
175613,0.0
315810,0.0
337765,0.0
277142,0.0
234606,0.0
342004,0.0
307462,0.0
127139,0.0
320166,0.0
310790,0.0
208060,0.0
179208,0.0
139240,0.0
281465,0.0
323698,0.0
230100,0.0
273073,0.0
110986,0.0
226525,0.0
116769,1.0
176448,0.0
227774,0.0
371214,0.0
196611,0.0
170862,0.0
397254,0.0
223324,0.0
109879,0.0
361496,0.0
446814,0.0
243466,0.0
239437,1.0
108995,0.0
414503,0.0
169142,0.0
223544,0.0
382339,0.0
140679,0.0
345163,0.0
250801,0.0
453978,0.0
378868,0.0
442121,0.0
265935,0.0
122193,1.0
304188,0.0
281773,0.0
298267,0.0
403636,0.0
327728,0.0
357332,0.0
294786,0.0
397725,0.0
434142,0.0
352706,1.0
162798,0.0
264668,0.0
409421,0.0
330348,0.0
441692,0.0
178843,0.0
329879,0.0
189054,0.0
212941,0.0
356143,0.0
181225,0.0
316290,0.0
317371,0.0
167483,0.0
100394,0.0
270033,0.0
438558,0.0
438421,0.0
239735,0.0
177984,0.0
165431,0.0
258862,0.0
179190,0.0
376548,0.0
253619,0.0
366359,1.0
155168,0.0
451382,0.0
303729,0.0
197440,0.0
387618,0.0
297727,0.0
121674,0.0
378870,0.0
172345,0.0
261776,0.0
333068,0.0
209441,0.0
344368,0.0
161193,0.0
204034,0.0
178032,0.0
147633,0.0
351055,0.0
374069,0.0
108141,0.0
305274,0.0
169520,0.0
431811,0.0
167548,0.0
227513,0.0
422620,0.0
403574,0.0
279274,1.0
274778,0.0
151625,0.0
160383,0.0
451562,0.0
281360,0.0
150979,0.0
402253,0.0
182585,0.0
215313,0.0
299611,0.0
403547,0.0
446882,0.0
301905,0.0
344057,0.0
368581,0.0
288980,0.0
384307,0.0
122171,0.0
350611,0.0
217925,0.0
384446,0.0
270032,0.0
455000,0.0
149223,0.0
245038,0.0
254967,0.0
115433,0.0
193574,0.0
334624,0.0
454951,0.0
357020,0.0
257666,1.0
313281,0.0
273042,0.0
272460,1.0
158509,0.0
447019,0.0
274221,0.0
387989,1.0
443472,0.0
169564,0.0
310645,0.0
410427,0.0
